caso,turno_id,global_id,fase,operador_texto,contexto_paciente_previo,actos_verbales,split
Matías,Matías_021,710,B,"Bien. Pon los dos pies en el suelo. Presiónalos un poquito, como comprobando que estás aquí, en esta sala.",Sí.,otro,train
Matías,Matías_022,711,B,"Ahora mira algo fijo. No cierres los ojos. Puede ser la pizarra, una mesa, una pared.",Ya.,otro,train
Matías,Matías_023,712,B,"Perfecto. Mira la pizarra. Tu cuerpo puede sentir que sigues en el patio, pero ahora estás en una sala. Vamos a respirar sin forzar. Inhala cortito… uno, dos. Suelta el aire más lento… uno, dos, tres, cuatro.",La pizarra.,otro,train
Matías,Matías_024,713,B,"Está bien. No lo hagas perfecto. Solo bota el aire, como si empañaras un vidrio. Largo.",No puedo.,otro,train
Matías,Matías_025,714,B,Otra vez. Exhala.,exhala de forma irregular.,otro,train
Matías,Matías_026,715,B,Bien. No buscamos que el miedo desaparezca. Solo que baje un poco para que puedas hacer el siguiente paso.,exhala de forma irregular.,otro,train
Matías,Matías_027,716,B,Sí. Puede seguir temblando. Temblar no significa que estás fallando. Es tu cuerpo después de algo muy fuerte.,Me tiemblan las manos.,otro,train
Matías,Matías_028,717,B,Vamos a hacer una técnica corta. Dime tres cosas que ves.,Me tiemblan las manos.,otro,train
Matías,Matías_029,718,B,Bien. Dos sonidos que escuchas ahora.,La pizarra. Una mesa. Mi mochila.,otro,train
Matías,Matías_030,719,B,Está bien. Gente afuera y un sonido del colegio. Una cosa que puedes tocar.,Gente afuera. El timbre… no sé.,otro,train
Matías,Matías_031,720,B,Toca la mochila. Apriétala un poco con una mano.,Mi mochila.,otro,train
Matías,Matías_032,721,B,"Eso está pasando ahora. Estás en la sala, tocando tu mochila, hablando conmigo.",Mi mochila.,otro,train
Matías,Matías_033,722,B,"Matías, escúchame. No intentes respirar profundo. Solo bota el aire. Como si empañaras un vidrio. Yo cuento contigo: uno… dos… tres… cuatro. Ahora deja que el aire entre solo.",No puedo respirar. Me voy a morir.,otro,train
Matías,Matías_034,723,B,"Puede pasar cuando respiras muy rápido. Es horrible, pero no significa que te vas a morir. Sigamos solo botando el aire lento.",Me hormiguean las manos.,validacion,train
Matías,Matías_035,724,B,"No salgas solo. Entiendo que quieras escapar, pero no sabemos qué hay en el pasillo. La forma más segura ahora es que un adulto venga a ti. No vas a volver al patio.",Me quiero ir. Me voy a ir.,validacion|directivo,train
Matías,Matías_036,725,B,"Cambiemos la frase: no estás encerrado, estás protegido hasta que llegue un adulto.",Me siento encerrado.,directivo,train
Matías,Matías_037,726,C,"Matías, ahora que respiraste un poco, necesito hacerte preguntas cortas. No tienes que contar todo. ¿Lo que pasó fue una pelea?",Me siento encerrado.,pregunta_abierta,train
Matías,Matías_038,727,C,¿Entre estudiantes?,Sí.,otro,train
Matías,Matías_039,728,C,¿Viste algún arma?,Sí. De cursos más grandes.,otro,train
Matías,Matías_040,729,C,Gracias por decirlo. Eso es importante. Entonces hubo una pelea con arma blanca en el patio. Ahora la prioridad es que tú sigas protegido y acompañado. No vas a salir solo.,Un cuchillo.,otro,train
Matías,Matías_041,730,C,¿Te amenazaron directamente a ti?,Yo estaba muy cerca.,otro,train
Matías,Matías_042,731,C,"Está bien no estar seguro. Cuando pasa algo así, la mente no ordena todo altiro.",No… creo que no. Todos corrían.,otro,train
Matías,Matías_043,732,C,"Matías, te voy a detener con cuidado. No necesito que describas heridas ni detalles. Ya sé lo necesario para ayudarte: viste una pelea con un cuchillo, hubo personas heridas y tú estás solo en una sala.",Yo vi cómo le llegó a uno. Y otro estaba en el suelo.,otro,train
Matías,Matías_044,733,C,"No tengo esa información. No voy a inventarte una respuesta. Lo que sí sabemos ahora es que tú estás vivo, estás hablando conmigo y necesitamos que un adulto llegue a acompañarte.",¿Se murieron?,otro,train
Matías,Matías_045,734,C,Vamos a ordenar lo urgente. Respóndeme corto. Uno: ¿estás herido físicamente?,¿Se murieron?,otro,train
Matías,Matías_046,735,C,Dos: ¿hay alguien peligroso dentro de la sala?,No.,pregunta_cerrada,train
Matías,Matías_047,736,C,Tres: ¿estás solo?,No.,otro,train
Matías,Matías_048,737,C,Cuatro: ¿necesitas que un adulto llegue sin que tú salgas?,Sí.,pregunta_abierta,train
Matías,Matías_049,738,C,"Bien. Esa es la prioridad: que un adulto llegue a la sala. ¿Hay algún adulto del colegio que te dé confianza? Profesora, inspector, convivencia escolar, orientadora.",Sí.,pregunta_abierta|pregunta_cerrada,train
Matías,Matías_050,739,C,"Perfecto. Necesitamos activar una de esas redes, pero sin cortar esta llamada todavía.",La inspectora Paula… y la profe Daniela.,otro,train
Matías,Matías_051,740,D,"Matías, como estás hablando conmigo desde tu celular, no voy a asumir que puedes llamar o escribir a otra persona al mismo tiempo. Pensemos en una forma sin cortar. ¿Hay un teléfono en la sala? ¿Un citófono, timbre, botón de inspectoría o alguien cerca de la puerta?",La inspectora Paula… y la profe Daniela.,pregunta_abierta|pregunta_cerrada,train
Matías,Matías_052,741,D,"¿Puedes verlo desde donde estás, sin salir?","No sé. Hay un teléfono viejo en la pared, creo. Pero nunca lo usamos.",otro,train
Matías,Matías_053,742,D,No te acerques todavía si eso te asusta. ¿Está muy cerca de la puerta?,Sí. Está al lado de la puerta.,pregunta_cerrada,train
Matías,Matías_054,743,D,Entonces no lo usamos por ahora. Otra opción: pedir ayuda a viva voz sin abrir la puerta. ¿Puedes llamar a la profe Daniela o a inspectoría desde dentro de la sala?,Sí.,otro,train
Matías,Matías_055,744,D,"No tienes que contar lo que viste. Solo pedir un adulto. Puedes decir: “Profe Daniela, estoy en la sala, necesito un adulto, no quiero salir”.",Me van a escuchar todos.,otro,train
Matías,Matías_056,745,D,Lo entiendo. Hagámoslo por partes. Primero respira. Bota el aire.,No quiero gritar.,validacion,train
Matías,Matías_057,746,D,"Ahora prueba una vez, sin abrir la puerta. Si no resulta, buscamos otra forma.",exhala.,otro,train
Matías,Matías_058,747,D,"Un poco más fuerte. No estás acusando a nadie, estás pidiendo ayuda.",voz baja hacia la puerta ¿Profe?,otro,train
Matías,Matías_059,748,D,Está bien. Lo intentaste. Esperamos unos segundos.,No vino nadie.,otro,train
Matías,Matías_060,749,D,"Probemos con una frase más general: “Necesito ayuda, estoy solo en la sala”.",Nadie.,otro,train
Matías,Matías_061,750,D,Bien. No abras todavía. Espera a que alguien se acerque y pregunta quién es.,Alguien dijo algo.,otro,train
Matías,Matías_062,751,D,"Bien. Entonces, sin cortar esta llamada, puedes levantar ese teléfono y marcar inspectoría si sabes el número, o apretar la tecla directa si tiene. Dirás solo: “Soy Matías. Estoy solo en una sala. Necesito que venga un adulto”.","El teléfono de la pared está al lado mío, no cerca de la puerta.",otro,train
Matías,Matías_063,752,D,"Entonces no cortamos todavía. Te quedas en la sala, no sales al patio, y esperamos a que pase un adulto. Si escuchas una voz de adulto conocida, pides ayuda desde dentro sin abrir. Yo sigo contigo.",No hay teléfono. Nadie escucha.,otro,train
Matías,Matías_064,753,D,"Matías, vuelve a mi voz. Que haya ambulancia significa que hay personas atendiendo. No significa que tú tengas que salir ni que tengas que saber todo ahora.",¡Ambulancia! ¡Entonces sí fue grave! ¡Sí le pasó algo!,otro,train
Matías,Matías_065,754,D,Lo sé.,Yo vi sangre.,otro,train
Matías,Matías_066,755,D,Tienes razón. Yo no lo vi. Tú sí. Y por eso tu cuerpo está reaccionando así. No voy a minimizarlo.,"No, no sabe. Usted no lo vio.",otro,train
Matías,Matías_067,756,D,¿Sigues conmigo?,"llora. Intenta tapar el llanto, pero se escucha.",otro,train
Matías,Matías_068,757,D,Gracias. Mira la pizarra otra vez. ¿Sigue ahí?,Sí.,pregunta_cerrada,train
Matías,Matías_069,758,D,Lee algo que esté escrito.,Sí.,otro,train
Matías,Matías_070,759,D,"Bien. Eso pertenece a esta sala, no al patio. Sigue mirando ahí.",Dice… “prueba coeficiente dos”.,otro,train
Matías,Matías_071,760,D,"Entiendo que necesitas certeza. Cuando no sabemos, la mente se va a lo peor. Yo no tengo información confirmada y sería irresponsable inventarla. Ahora trabajamos con lo que sí podemos controlar: que tú estés seguro, acompañado y que un adulto te dé información real cuando exista.",Dígame si están vivos. Usted puede saber. Dígame.,validacion,train
Matías,Matías_072,761,D,"No dije eso. Dije que no tengo información. Volvamos a lo comprobable: estás en una sala, la puerta no se abrió, no estás herido y estás hablando conmigo.",Entonces sí se murieron.,otro,train
Matías,Matías_073,762,D,"Matías, había un arma. Tu tarea no era detener una pelea con un cuchillo. Tu tarea era sobrevivir y ponerte a salvo.",Yo me quedé parado. No hice nada.,otro,train
Matías,Matías_074,763,D,Quizás tu mente busca algo que podrías haber hecho distinto porque quiere sentir control. Pero paralizarse también es una respuesta del cuerpo ante peligro. No fue cobardía.,Pero pude avisar.,interpretacion,train
Matías,Matías_075,764,E,"Porque tu cuerpo sintió peligro real. Cuando alguien ve una amenaza fuerte, como una pelea con arma, el cuerpo puede reaccionar de varias formas: correr, pelear o quedarse paralizado.",¿Por qué me pasa esto? Yo nunca me pongo así.,otro,train
Matías,Matías_076,765,E,Eso se llama quedarse congelado. No es decisión ni cobardía. Es una reacción automática del cuerpo.,Yo me quedé parado.,otro,train
Matías,Matías_077,766,E,"También puede pasar: náuseas, temblor, llanto, dolor de guata, respiración rápida, imágenes que vuelven, sobresaltos con ruidos. Es desagradable, pero tiene sentido después de lo que viste.",Me dan ganas de vomitar.,validacion,train
Matías,Matías_078,767,E,"No necesariamente. Ahora estás en los primeros minutos después de algo muy fuerte. Hoy no tienes que resolver todo. Hoy necesitas seguridad, compañía e información clara.",¿Me voy a quedar así?,otro,train
Matías,Matías_079,768,E,"Eso es importante. Cuando llegue un adulto, puedes decir: “No quiero contar detalles ahora. Necesito que llamen a mi mamá y que no me dejen solo”.",No quiero que todos me pregunten.,otro,train
Matías,Matías_080,769,E,"Entiendo ese miedo. Ahora mismo no tienes que declarar conmigo ni contar detalles. Cuando llegue un adulto responsable, debe cuidarse que estés acompañado y protegido.","¿Y si me preguntan los carabineros? Yo no quiero decir nada. Si digo algo, después me van a buscar.",validacion,train
Matías,Matías_081,770,E,"Tienes razón. Volvamos al ahora. Ahora estás sentado, no estás herido, no saliste al pasillo, pediste ayuda desde la sala y estás hablando conmigo.",No diga “después”. No quiero después.,otro,train
Matías,Matías_082,771,E,"Esa es una idea de miedo, y el miedo está muy alto. No vamos a discutir con ella ahora. Vamos a responder con seguridad concreta: no sales solo, pides un adulto, llaman a tu mamá y no das detalles sin acompañamiento.",Me van a buscar.,otro,train
Matías,Matías_083,772,E,No estás exagerando. Tu reacción es proporcional a una situación peligrosa. Que ahora puedas hablar un poco más calmado no significa que no necesites apoyo. D — LLEGADA DE RED PRESENCIAL,"Ya, da lo mismo. Estoy exagerando.",otro,train
Matías,Matías_084,773,E,No abras todavía. Pregunta quién es.,Están tocando.,directivo,train
Matías,Matías_085,774,E,¿La conoces?,Es la profe Daniela.,otro,train
Matías,Matías_086,775,E,¿Te sientes seguro abriendo?,Sí.,otro,train
Matías,Matías_087,776,E,Puedes pedir que entre solo ella.,No sé.,otro,train
Matías,Matías_088,777,E,Muy bien. Hiciste una petición clara.,Profe… ¿puede entrar solo usted?,otro,train
Matías,Matías_089,778,E,"Está bien. No abriste, y eso también es cuidarte. Vuelve a la silla.",¡No! ¡No puedo!,otro,train
Matías,Matías_090,779,E,Tu cuerpo reaccionó como si el peligro volviera. Mira la puerta. ¿Entró alguien?,Pensé que era él.,pregunta_abierta,train
Matías,Matías_091,780,E,"¿La profesora sigue afuera? VOZ LEJANA Matías, sigo aquí. Soy Daniela. Estoy esperando.",No.,pregunta_cerrada|silencio_contencion,train
Matías,Matías_092,781,E,Bien. Hay una adulta esperando y está respetando tu ritmo.,No.,otro,train
Matías,Matías_093,782,E,"Antes de abrir, dile: “Entre solo usted y no me pregunte todavía”.",Creo que puedo.,otro,train
Matías,Matías_094,783,E,¿Estás acompañado ahora?,Ya entró.,otro,train
Matías,Matías_095,784,E,Está bien. Dile a la profesora que espere afuera y que avise a tu mamá o apoderado. No tienes que abrir hasta sentirte preparado.,No puedo abrir.,otro,train
Matías,Matías_096,785,E,Bien. Ya no estás completamente solo. Hay una adulta al otro lado de la puerta y yo sigo en la llamada.,¿Se puede quedar ahí?,silencio_contencion,train
Matías,Matías_097,786,E,"Matías, ahora que la profesora está contigo, quiero decirte algo para las próximas horas y días. Después de ver algo así, puede que vuelvan imágenes, que te sobresaltes con ruidos, que te cueste dormir, que no quieras volver al patio o que tengas miedo de encontrarte con quienes participaron.",¿Se puede quedar ahí?,otro,train
Matías,Matías_098,787,E,"No tienes que volver ahora. Eso lo tienen que manejar adultos: tu mamá, el colegio y convivencia escolar.",No quiero volver al patio.,otro,train
Matías,Matías_099,788,E,Puedes decir: “No quiero contar detalles ahora”. No necesitas repetir la historia muchas veces. Contarla una y otra vez cuando estás muy asustado puede hacerte sentir peor.,No quiero que me pregunten todos.,otro,train
Matías,Matías_100,789,E,"Puede pasar. Si tienes pesadillas, miedo, dolor de guata, rabia o ganas de no venir al colegio, díselo a tu mamá o a un adulto. No te lo guardes solo.",¿Y si sueño con eso?,validacion,train
Matías,Matías_101,790,E,No eres cobarde. Viste una situación peligrosa. Pedir ayuda después de eso es cuidarte.,Van a pensar que soy cobarde.,otro,train
Matías,Matías_102,791,E,"Matías, ¿puedes poner el teléfono en altavoz para que la profesora escuche un momento?",Van a pensar que soy cobarde.,pregunta_abierta,train
Matías,Matías_103,792,E,"Hola, soy Valentina, del fono PAP. Matías estuvo expuesto directamente a una situación de violencia con arma en el patio. Está desregulado, con miedo, náuseas, temblor y preocupación por los heridos. Es importante que no quede solo, que no lo lleven al patio, que no le pidan detalles ahora y que contacten a su apoderado.",DANIELA ¿Aló?,otro,train
Matías,Matías_104,793,E,"Gracias. Para activar familia, use usted el teléfono del colegio o su propio teléfono institucional. No le pidan a Matías que gestione llamadas ahora. Si debe entregar información después, que sea acompañado y cuando esté más estabilizado. Por ahora: compañía, resguardo, agua si puede, no exposición al lugar del hecho y seguimiento por convivencia o salud si el malestar continúa.",DANIELA Sí. Me quedo con él. Su mamá ya viene en camino.,otro,train
Matías,Matías_105,794,E,"Matías, vamos a revisar el plan. Uno: estás en una sala segura. Dos: no estás herido físicamente. Tres: la profesora Daniela está contigo. Cuatro: tu mamá o apoderado viene en camino. Cinco: no vas a volver al patio ahora. Seis: no tienes que contar detalles todavía. Siete: si vuelven imágenes, miedo, náuseas o temblor, se lo dices a un adulto.",DANIELA No tienes que hablar todavía. Me quedo aquí.,otro,train
Matías,Matías_106,795,E,¿La profesora sigue a tu lado?,Ya.,pregunta_cerrada,train
Matías,Matías_107,796,E,¿Puedes verla?,Sí.,otro,train
Matías,Matías_108,797,E,Bien. Entonces ya no estás solo.,Sí. Está sentada al lado.,otro,train
Matías,Matías_109,798,E,"Gracias a ti por seguir en la llamada, incluso cuando volvió el miedo. Hiciste cosas importantes: pediste ayuda, te quedaste en un lugar seguro y dejaste entrar a una adulta de confianza.",Gracias por no colgar.,otro,train
Matías,Matías_110,799,E,Voy a cortar para que la profesora se quede contigo y espere a tu mamá. Matías.,Ya.,otro,train
Matías,Matías_111,800,E,No tienes que ser valiente ahora. Tienes que estar acompañado.,Sí.,otro,train
Julia,Julia_001,801,A,"Línea de emergencia y apoyo psicológico, habla Andrés. ¿Con quién hablo?",,otro,train
Julia,Julia_002,802,A,Estoy aquí. Dígame su nombre.,"voz baja, acelerada Necesito ayuda. Por favor, necesito ayuda.",otro,train
Julia,Julia_003,803,A,"Julia, soy Andrés. Voy a quedarme con usted en la llamada. Primero necesito saber dónde está ahora.",Julia.,otro,train
Julia,Julia_004,804,A,¿Está sola en la pieza?,En mi pieza. Cerré la puerta.,pregunta_cerrada,train
Julia,Julia_005,805,A,¿Hay alguien más en la casa?,Sí.,pregunta_cerrada,train
Julia,Julia_006,806,A,¿Rodrigo está cerca de la puerta de su pieza ahora?,Mi hijo. Rodrigo. Está… está mal.,pregunta_cerrada,train
Julia,Julia_007,807,A,¿La puerta de su pieza tiene seguro?,"No sé. Lo escucho en el pasillo, o en el living. No sé.",pregunta_cerrada,train
Julia,Julia_008,808,A,"Vamos paso a paso. ¿Rodrigo tiene algún arma o algún objeto con el que pueda golpearla? De fondo se escucha un golpe seco, como algo apoyado contra un mueble.",Sí. Pero él puede abrir si quiere. No sé. No sé qué hacer.,pregunta_abierta|pregunta_cerrada,train
Julia,Julia_009,809,A,"Julia, esto es una emergencia. Necesitamos protegerla a usted y también a Rodrigo. No lo enfrente y no salga a discutir con él.",Tiene un palo. O una barra. Me dijo que me iba a matar si no lo dejaba santiguar la casa.,otro,train
Julia,Julia_010,810,A,"Lo entiendo. Y justamente porque es su hijo, vamos a evitar que esto siga escalando. Que necesite ayuda urgente no significa que sea malo. Significa que la situación es peligrosa.",Pero es mi hijo. Él no es malo.,validacion,train
Julia,Julia_011,811,A,¿Hay fuego activo ahora? ¿Ve humo entrando a la pieza?,"Prendió papeles. Primero en el baño, después en la cocina. Eran chicos, yo los apagué, pero huele a quemado.",pregunta_cerrada,train
Julia,Julia_012,812,A,"Bien. Si aparece humo o fuego, cambiaremos el plan. Ahora la prioridad es que usted no salga hacia él, no forcejee y activemos ayuda presencial. Necesito su dirección.",No veo humo. Solo huele.,otro,train
Julia,Julia_013,813,A,La entiendo. La dirección es para que llegue ayuda y evitar que alguien salga herido. No es para castigarlo. ¿Cuál es la dirección?,No quiero que lo traten como delincuente.,validacion|pregunta_abierta,train
Julia,Julia_014,814,A,"Pasaje Los Aromos 1432, casa B. ¿Comuna?",Pasaje Los Aromos… número 1432… casa B.,otro,train
Julia,Julia_015,815,A,Gracias. Voy a mantener la llamada con usted mientras se activa apoyo. Hable bajito si él puede escucharla.,San Javier.,otro,train
Julia,Julia_016,816,A,"Lo escuché. Julia, no lo contradiga ahora. Tampoco confirme lo que dice. Vamos a responder solo con frases de seguridad.",se sobresalta ¿Escuchó? Dice que la casa está marcada. Dice que nos siguen.,otro,train
Julia,Julia_017,817,C,"Necesito hacerle preguntas cortas. ¿Hay otras personas dentro de la casa? ¿Niños, adultos mayores, visitas?",se sobresalta ¿Escuchó? Dice que la casa está marcada. Dice que nos siguen.,pregunta_cerrada,train
Julia,Julia_018,818,C,¿Usted está herida?,No. Solo él y yo.,pregunta_cerrada,train
Julia,Julia_019,819,C,¿Está sangrando?,Me duele el brazo. Me empujó cuando intenté quitarle el palo.,pregunta_cerrada,train
Julia,Julia_020,820,C,¿Rodrigo está herido?,No.,pregunta_cerrada,train
Julia,Julia_021,821,C,¿Ha dicho que quiere hacerse daño a sí mismo?,No creo. Yo no quise hacerle daño.,pregunta_abierta,train
Julia,Julia_022,822,C,"Gracias. Eso es importante. No vamos a discutir esa idea ahora. Lo urgente es que no use fuego, que no use el objeto y que usted no se exponga.",No. Dice que si no limpia la casa nos van a llevar. Dice que una secta americana necesita nuestras almas.,otro,train
Julia,Julia_023,823,C,"Puede alterarse, sí. Pero con fuego, amenaza y objeto contundente, usted no puede manejar esto sola. Necesitamos equipo presencial preparado.",Si llegan personas se va a poner peor.,otro,train
Julia,Julia_024,824,B,"Julia, necesito que su cuerpo baje un poco para que pueda seguir instrucciones. No le voy a pedir que se calme completa. Solo que suelte el aire.",Si llegan personas se va a poner peor.,otro,train
Julia,Julia_025,825,B,Sí. Es su hijo. Y para protegerlo también necesitamos que usted pueda pensar. Apoye una mano en la pared o en la cama.,No puedo. Es mi hijo.,otro,train
Julia,Julia_026,826,B,"Suelte el aire por la boca, como si empañara un vidrio.",Ya.,directivo,train
Julia,Julia_027,827,B,Otra vez. Solo suelte. Exhala.,"exhala, entrecortada.",otro,train
Julia,Julia_028,828,B,Bien. Ahora mire la pieza. Dígame tres cosas que ve.,"exhala, entrecortada.",otro,train
Julia,Julia_029,829,B,Bien. Está en su pieza. La puerta está cerrada. Yo estoy en la llamada. La ayuda está siendo activada.,La cama… el clóset… una silla.,otro,train
Julia,Julia_030,830,B,Puede temblar y aun así seguir segura. Temblar no significa que está fallando.,Me tiembla todo.,confrontacion,train
Julia,Julia_031,831,B,"Julia, no salga. Hace unos minutos la amenazó y tiene un objeto. Acercarse puede aumentar el riesgo.",Tengo que hablarle. Si escucha mi voz se calma. Siempre se calma conmigo.,otro,train
Julia,Julia_032,832,B,"No lo está abandonando. Está evitando otro forcejeo. Si él se acerca, puede hablarle desde detrás de la puerta, sin abrir. A + B — CONTACTO INDIRECTO CON RODRIGO",Pero es mi hijo.,otro,train
Julia,Julia_033,833,B,"No le diga que eso es mentira. Tampoco le diga que es verdad. Use una frase de seguridad. ¿Puede decir desde la puerta, sin abrir: “Rodrigo, no voy a pelear contigo. No prendas nada más”?",Está diciendo que están afuera.,pregunta_abierta|pregunta_cerrada,train
Julia,Julia_034,834,B,Diga: “Entiendo que quieres protegernos. Ahora no vamos a usar fuego”.,¿Qué le digo?,validacion|directivo,train
Julia,Julia_035,835,B,"Julia, vuelva a mi voz. Él no aceptó la frase. Está bien. No siga discutiendo. Quédese en silencio por ahora.",empieza a llorar.,otro,train
Julia,Julia_036,836,B,"Julia, deténgase. No lo contradiga más. Puede hacer que la sienta como amenaza. Vuelva a frase de seguridad: “No voy a pelear. No quiero que nadie se haga daño”.","de fondo, más alterado ¡Tú también estás con ellos!",otro,train
Julia,Julia_037,837,B,No salga. Diga: “No puedo salir si tienes ese objeto. Déjalo lejos y nos mantenemos tranquilos”.,Me está pidiendo que salga.,directivo,train
Julia,Julia_038,838,B,No insista. No negocie más. Manténgase detrás de la puerta.,¡No! ¡Lo necesito!,otro,train
Julia,Julia_039,839,C,"Julia, voy a ordenar lo urgente. Uno: usted está en su pieza con la puerta cerrada. Dos: Rodrigo está fuera, alterado y con un objeto. Tres: hubo amagos de incendio y olor a quemado. Cuatro: necesitamos ayuda presencial. Cinco: necesitamos avisar hacia afuera sin exponer a nadie.",¡No! ¡Lo necesito!,otro,train
Julia,Julia_040,840,C,Entiendo la vergüenza. Pero ahora la prioridad no es que nadie se entere. La prioridad es que no haya fuego ni lesiones.,No quiero que los vecinos sepan.,validacion,train
Julia,Julia_041,841,C,"Como usted está usando este celular conmigo, no voy a pedirle que la llame desde aquí. ¿Hay una ventana desde su pieza hacia afuera o hacia el patio?",La vecina Ana vive al lado.,pregunta_abierta|pregunta_cerrada,train
Julia,Julia_042,842,C,¿La vecina podría escuchar si usted grita desde la ventana?,Sí. Da al patio lateral.,otro,train
Julia,Julia_043,843,C,No le pediremos que entre. Solo que llame a emergencias o espere afuera. ¿Puede acercarse a la ventana sin abrir la puerta de su pieza?,Tal vez.,pregunta_abierta|pregunta_cerrada,train
Julia,Julia_044,844,C,Hágalo con el teléfono en la mano. No salga de la pieza. D — ACTIVAR RED SIN USAR EL MISMO TELÉFONO,Sí.,otro,train
Julia,Julia_045,845,C,"Abra solo si es seguro y no hace ruido que lo altere demasiado. Llame a Ana con una frase corta: “Ana, necesito ayuda. No entres. Llama a emergencias”.",Estoy en la ventana.,directivo,train
Julia,Julia_046,846,C,Hágalo una vez más y vuelva a cerrar si se siente insegura.,Se va a dar cuenta.,otro,train
Julia,Julia_047,847,C,Bien. Ahora hay alguien afuera activando ayuda. Usted no está sola con esto.,La escuchó. Ana me escuchó.,otro,train
Julia,Julia_048,848,C,Por eso ahora no hable hacia él si no se acerca. Vuelva lejos de la puerta. Respire conmigo una vez.,Pero Rodrigo también pudo escuchar.,otro,train
Julia,Julia_049,849,C,"Entonces mantenemos la llamada y esperamos el equipo que ya fue activado con su dirección. Si hay teléfono fijo en la pieza o botón de alarma, lo usamos. Si no, no corte esta llamada para llamar a otra persona mientras hay riesgo activo. La prioridad es que usted siga resguardada y que la emergencia llegue. C — REEVALUACIÓN: OLOR A QUEMADO / HUMO",No me escucha. No hay nadie.,otro,train
Julia,Julia_050,850,C,"Julia, ¿qué cambió?",se queda en silencio. Su respiración se acelera.,pregunta_abierta,train
Julia,Julia_051,851,C,¿Ve humo entrando por debajo de la puerta o por la ventana?,Siento olor otra vez. Huele a quemado.,otro,train
Julia,Julia_052,852,C,"Si aparece humo, la prioridad cambia. Por ahora, no abra la puerta si Rodrigo está afuera con un objeto. Acérquese a la ventana y avise hacia afuera: “Hay olor a quemado, no entren solos, llamen a bomberos”.",No. Pero huele más.,otro,train
Julia,Julia_053,853,C,"Bien. Si la escucha otra vez, repítalo. Pero no salga hacia Rodrigo para apagar nada.",Ya avisé a Ana.,otro,train
Julia,Julia_054,854,C,"Entiendo. Pero si él está junto al fuego o con un objeto, intentar apagarlo sola puede ponerla en más riesgo. Bomberos o el equipo deben entrar preparados.",Pero si se quema la casa…,validacion,train
Julia,Julia_055,855,C,"Julia, agáchese para respirar mejor. Cúbrase nariz y boca con una prenda si puede. Vaya a la ventana y grite: “Estoy en esta pieza, hay humo”. No se esconda en silencio.",Está entrando humo. Hay humo.,otro,train
Julia,Julia_056,856,C,"Solo si puede salir sin pasar cerca de Rodrigo. Si él está en el pasillo con el objeto, no vaya hacia él. Avise por la ventana para que el equipo sepa dónde está.",¿Salgo por la puerta?,otro,train
Julia,Julia_057,857,C,No abra la puerta. No intente apagarlo si él está ahí. Avise hacia afuera y manténgase baja si hay humo. La ayuda debe entrar preparada.,Veo luz por debajo de la puerta. Creo que prendió algo.,directivo,train
Julia,Julia_058,858,E,"Julia, usted reaccionó como madre tratando de detener algo peligroso. Ahora necesitamos cambiar la estrategia.",Yo lo empeoré. Le grité. Le quité cosas. Forcejeamos.,otro,train
Julia,Julia_059,859,E,"No exactamente. No vamos a decirle “sí, existe la secta”. Tampoco vamos a decirle “eso es mentira” en plena crisis. Vamos a usar frases de seguridad: “No voy a pelear”, “no vamos a usar fuego”, “dejemos los objetos lejos”, “esperemos ayuda”.",¿Entonces le sigo la corriente?,otro,train
Julia,Julia_060,860,E,"Lo que usted describe puede ser una crisis seria de salud mental. No necesito ponerle un diagnóstico por teléfono. Lo importante es que no es un asunto de flojera, maldad o simple rebeldía. Y tampoco es algo que usted deba manejar sola en una casa cerrada.",Él no es así. Era tranquilo. Iba al colegio. Después empezó con que lo seguían.,otro,train
Julia,Julia_061,861,E,Entiendo. Pero ahora la ayuda presencial busca evitar lesiones y fuego. Después se verá la evaluación y los pasos clínicos. La prioridad es que nadie se haga daño. B — NUEVA REGULACIÓN PARA JULIA,Me da miedo que se lo lleven.,validacion,train
Julia,Julia_062,862,E,"Julia, del uno al diez, donde diez es el máximo miedo, ¿en cuánto está ahora?",Me da miedo que se lo lleven.,pregunta_cerrada,train
Julia,Julia_063,863,E,"Está muy alto. No intentaremos bajarlo a cero. Solo de diez a ocho, si se puede. Apoye la mano en la pared. Roce suave.",Diez. Nueve. No sé.,otro,train
Julia,Julia_064,864,E,Dígame tres cosas que ve.,Diez. Nueve. No sé.,otro,train
Julia,Julia_065,865,E,Dos sonidos.,La cama. La silla. La cortina.,otro,train
Julia,Julia_066,866,E,Una cosa que puede hacer ahora.,Él caminando. Usted.,otro,train
Julia,Julia_067,867,E,Exacto. No abrir. Esa es una acción de seguridad. C — RIESGO SUICIDA / HOMICIDA Y CONTROL DE DAÑO,No abrir.,otro,train
Julia,Julia_068,868,E,No responda de inmediato. Espere.,apenas audible Está aquí.,otro,train
Julia,Julia_069,869,E,"Diga bajo, sin abrir: “Rodrigo, quiero que estemos vivos. No voy a abrir si tienes el objeto. Déjalo lejos”.",¿Qué hago?,directivo,train
Julia,Julia_070,870,E,No conteste a eso. Diga: “No voy a pelear contigo”.,¡No puedo! ¡Me están mirando!,otro,train
Julia,Julia_071,871,E,"Julia, no abra. Ese golpe no significa que tenga que responder. Está haciendo lo correcto manteniendo distancia.",solloza.,otro,train
